query_id	pmid	evidence_level	has_pdf	pdf_source	pdf_usable	usable_reason	in_chunks_v2
1673	16325504	abstract_supports_detail	yes	pdfs	yes		yes
1674	23902692	abstract_supports_detail	yes	pdfs	yes		yes
1675	26890004	abstract_supports_detail	yes	pdfs	yes		yes
1676	22081140	abstract_supports_detail	yes	pdfs	yes		yes
1677	9394012	abstract_insufficient	no		no	no_pdf	no
1678	9394012	abstract_insufficient	no		no	no_pdf	no
1679	18923426	abstract_supports_detail	yes	pdfs	yes		yes
168	12134070	abstract_insufficient	yes	pdfs	yes		yes
168	10769206	abstract_supports_detail	no		no	no_pdf	no
1680	12388544	abstract_supports_detail	yes	pdfs	yes		yes
1681	20191567	abstract_supports_core	yes	pdfs	yes		yes
1682	12388544	abstract_insufficient	yes	pdfs	yes		yes
1683	18641456	abstract_supports_core	yes	pdfs	yes		yes
1683	20009561	abstract_insufficient	yes	pdfs	yes		yes
1684	15728724	abstract_supports_detail	yes	pdfs	yes		yes
1685	30209138	abstract_insufficient	no		no	no_pdf	no
1686	15689527	abstract_insufficient	yes	pdfs	yes		yes
1687	18703517	abstract_supports_core	yes	pdfs	yes		yes
1688	9191038	abstract_supports_core	no		no	no_pdf	no
1688	9582277	abstract_insufficient	yes	pdfs	yes		yes
1689	31730032	abstract_supports_core	yes	manual	yes		yes
169	17916577	abstract_insufficient	yes	pdfs	yes		yes
1690	16672332	abstract_supports_detail	yes	pdfs	yes		yes
1691	14623897	abstract_insufficient	yes	pdfs	yes		yes
1692	18430243	abstract_insufficient	yes	pdfs	yes		yes
1693	23699396	abstract_supports_detail	yes	pdfs	yes		yes
1695	22891261	abstract_supports_core	yes	pdfs	yes		yes
1696	12455979	abstract_supports_detail	yes	pdfs	yes		yes
1697	7499275	abstract_supports_detail	yes	pdfs	yes		yes
1698	8436297	abstract_insufficient	yes	pdfs	yes		yes
1699	32759812	abstract_supports_detail	yes	manual	yes		yes
17	27009206	abstract_supports_core	yes	manual	yes		yes
170	27519410	abstract_supports_detail	yes	pdfs	yes		yes
1700	15535983	abstract_insufficient	yes	pdfs	yes		yes
1701	12626495	abstract_supports_detail	yes	pdfs	yes		yes
1702	19602247	abstract_supports_detail	yes	pdfs	yes		yes
1703	7733916	abstract_supports_detail	yes	pdfs	no	low_chars_per_page	no
1704	22366457	abstract_supports_detail	yes	pdfs	yes		yes
1705	22366457	abstract_supports_detail	yes	pdfs	yes		yes
171	25887420	abstract_insufficient	yes	pdfs	yes		yes
172	25815683	abstract_supports_detail	yes	pdfs	yes		yes
173	14736886	abstract_supports_core	yes	pdfs	yes		yes
174	26801966	abstract_supports_detail	yes	pdfs	yes		yes
176	20348387	abstract_insufficient	yes	pdfs	yes		yes
176	12529423	abstract_supports_core	yes	pdfs	yes		yes
177	17040207	abstract_supports_core	yes	pdfs	yes		yes
178	16079174	abstract_supports_core	yes	pdfs	yes		yes
178	18635356	abstract_supports_core	yes	pdfs	yes		yes
178	20200230	abstract_supports_core	yes	pdfs	yes		yes
179	18504297	abstract_supports_core	yes	pdfs	yes		yes
18	16343335	abstract_supports_core	yes	pdfs	yes		yes
180	25887420	abstract_insufficient	yes	pdfs	yes		yes
181	18298893	abstract_supports_detail	yes	pdfs	yes		yes
182	17031001	abstract_supports_detail	yes	pdfs	yes		yes
183	3409979	abstract_insufficient	yes	pdfs	yes		yes
183	1719589	abstract_supports_core	yes	pdfs	yes		yes
183	17897809	abstract_supports_core	yes	pdfs	yes		yes
183	1744106	abstract_supports_detail	yes	pdfs	yes		yes
183	25518940	abstract_insufficient	yes	pdfs	yes		yes
183	23063531	abstract_supports_detail	yes	pdfs	yes		yes
183	23974243	abstract_insufficient	yes	pdfs	yes		yes
183	11919178	abstract_supports_core	yes	pdfs	yes		yes
183	6313344	abstract_insufficient	yes	pdfs	yes		yes
184	6129660	abstract_supports_detail	yes	pdfs	no	low_chars_per_page	no
184	7068756	abstract_supports_detail	yes	pdfs	yes		yes
184	6897549	abstract_supports_detail	yes	pdfs	yes		yes
185	8663243	abstract_supports_detail	yes	pdfs	yes		yes
185	3569662	abstract_supports_detail	yes	pdfs	yes		yes
186	21671662	abstract_supports_detail	yes	pdfs	yes		yes
187	1629238	abstract_supports_detail	yes	pdfs	yes		yes
188	6259174	abstract_supports_detail	yes	pdfs	yes		yes
189	11500376	abstract_supports_detail	yes	pdfs	yes		yes
189	20660630	abstract_supports_core	yes	pdfs	yes		yes
19	17659086	abstract_supports_core	yes	pdfs	yes		yes
190	16769729	abstract_supports_detail	yes	pdfs	yes		yes
190	18180289	abstract_supports_core	yes	pdfs	yes		yes
192	1537842	abstract_supports_core	yes	pdfs	yes		yes
193	21541374	abstract_supports_detail	yes	pdfs	yes		yes
194	9742091	abstract_supports_detail	yes	pdfs	yes		yes
195	9847246	abstract_supports_core	no		no	no_pdf	no
195	10571182	abstract_supports_core	yes	pdfs	yes		yes
196	12408804	abstract_supports_core	yes	pdfs	yes		yes
197	8436297	abstract_supports_core	yes	pdfs	yes		yes
197	2049880	abstract_supports_detail	yes	pdfs	yes		yes
198	1537842	abstract_insufficient	yes	pdfs	yes		yes
198	7958880	abstract_supports_core	yes	pdfs	yes		yes
199	11425877	abstract_supports_detail	yes	pdfs	yes		yes
2	6301681	abstract_supports_core	no		no	no_pdf	no
20	10488068	abstract_supports_detail	yes	pdfs	yes		yes
200	11782526	abstract_supports_core	no		no	no_pdf	no
200	11004503	abstract_insufficient	yes	pdfs	yes		yes
201	11004503	abstract_supports_core	yes	pdfs	yes		yes
202	8898890	abstract_supports_core	yes	pdfs	yes		yes
203	8898890	abstract_insufficient	yes	pdfs	yes		yes
203	15470262	abstract_supports_core	yes	pdfs	yes		yes
203	23355006	abstract_insufficient	yes	pdfs	yes		yes
204	10771103	abstract_supports_detail	yes	pdfs	yes		yes
205	29632077	abstract_insufficient	yes	manual	yes		yes
206	27132113	abstract_insufficient	yes	pdfs	yes		yes
207	1869562	abstract_supports_core	yes	pdfs	yes		yes
208	1447151	abstract_supports_core	yes	pdfs	yes		yes
21	10545495	abstract_supports_core	yes	pdfs	yes		yes
210	19176583	abstract_supports_detail	yes	pdfs	yes		yes
211	7981039	abstract_supports_detail	no		no	no_pdf	no
212	11919178	abstract_supports_detail	yes	pdfs	yes		yes
213	10681463	abstract_supports_detail	yes	pdfs	yes		yes
214	9435289	abstract_supports_core	no		no	no_pdf	no
215	21256841	abstract_insufficient	yes	pdfs	yes		yes
216	1493336	abstract_supports_detail	yes	pdfs	yes		yes
217	16512895	abstract_supports_detail	yes	pdfs	yes		yes
217	23686520	abstract_supports_core	yes	pdfs	yes		yes
218	1692327	abstract_supports_detail	yes	pdfs	yes		yes
219	11500376	abstract_supports_core	yes	pdfs	yes		yes
22	25518940	abstract_insufficient	yes	pdfs	yes		yes
220	29440579	abstract_insufficient	yes	manual	yes		yes
221	18430243	abstract_supports_core	yes	pdfs	yes		yes
222	9693369	abstract_supports_core	yes	pdfs	yes		yes
223	8382977	abstract_supports_detail	yes	pdfs	yes		yes
223	8824735	abstract_supports_detail	yes	pdfs	yes		yes
224	12953059	abstract_supports_detail	yes	pdfs	yes		yes
225	10652255	abstract_supports_detail	no		no	no_pdf	no
226	12062103	abstract_supports_core	yes	pdfs	yes		yes
226	17623773	abstract_supports_core	yes	pdfs	yes		yes
227	22266904	abstract_supports_core	yes	pdfs	yes		yes
228	25131297	abstract_supports_detail	yes	pdfs	yes		yes
229	22811266	abstract_supports_detail	yes	pdfs	yes		yes
23	9373143	abstract_insufficient	yes	pdfs	yes		yes
230	21300429	abstract_insufficient	yes	pdfs	yes		yes
231	8754814	abstract_supports_detail	yes	pdfs	yes		yes
232	1966011	abstract_supports_detail	yes	pdfs	yes		yes
233	16950926	abstract_insufficient	yes	pdfs	yes		yes
233	26940518	abstract_insufficient	yes	pdfs	yes		yes
234	17462897	abstract_supports_detail	yes	pdfs	yes		yes
235	26339297	abstract_supports_core	yes	pdfs	yes		yes
236	15358428	abstract_supports_detail	yes	pdfs	yes		yes
236	17172447	abstract_supports_core	yes	pdfs	yes		yes
237	11713866	abstract_supports_core	yes	pdfs	yes		yes
239	19465563	abstract_supports_detail	yes	pdfs	yes		yes
24	21551065	abstract_supports_detail	no		no	no_pdf	no
240	20539780	abstract_supports_detail	yes	pdfs	yes		yes
241	15606490	abstract_insufficient	yes	pdfs	yes		yes
242	18426773	abstract_supports_core	yes	pdfs	yes		yes
242	16371424	abstract_supports_core	no		no	no_pdf	no
243	11818526	abstract_supports_detail	yes	pdfs	yes		yes
244	10444594	abstract_supports_core	yes	pdfs	yes		yes
245	11371560	abstract_supports_detail	yes	pdfs	yes		yes
245	11818526	abstract_supports_core	yes	pdfs	yes		yes
245	11090633	abstract_supports_core	yes	pdfs	yes		yes
246	12198158	abstract_insufficient	yes	pdfs	yes		yes
246	16546177	abstract_supports_core	yes	pdfs	yes		yes
247	24136144	abstract_supports_core	yes	pdfs	yes		yes
248	12198158	abstract_supports_detail	yes	pdfs	yes		yes
249	2991046	abstract_supports_core	yes	pdfs	yes		yes
249	3035502	abstract_supports_core	yes	pdfs	yes		yes
25	30061306	abstract_supports_detail	yes	manual	yes		yes
250	27997579	abstract_supports_detail	yes	manual	yes		yes
251	9053320	abstract_supports_detail	no		no	no_pdf	no
252	11223952	abstract_supports_detail	yes	pdfs	yes		yes
252	9238018	abstract_supports_detail	yes	pdfs	yes		yes
253	8034739	abstract_supports_core	yes	pdfs	yes		yes
254	15225305	abstract_supports_detail	yes	pdfs	yes		yes
255	14617352	abstract_supports_detail	yes	pdfs	yes		yes
256	32087303	abstract_insufficient	no		no	no_pdf	no
256	30048658	abstract_supports_detail	no		no	no_pdf	no
257	24335649	abstract_supports_detail	yes	pdfs	yes		yes
258	11371560	abstract_supports_core	yes	pdfs	yes		yes
259	25086066	abstract_supports_detail	yes	pdfs	yes		yes
26	27044073	abstract_supports_core	yes	manual	yes		yes
260	988019	abstract_supports_detail	yes	pdfs	yes		yes
261	23886948	abstract_supports_detail	yes	pdfs	yes		yes
262	11872142	abstract_supports_detail	yes	pdfs	yes		yes
263	7790362	abstract_supports_detail	yes	pdfs	yes		yes
264	12963116	abstract_supports_core	yes	pdfs	yes		yes
265	10747962	abstract_supports_detail	yes	pdfs	yes		yes
266	17488289	abstract_supports_core	yes	pdfs	yes		yes
267	24653039	abstract_supports_detail	yes	pdfs	yes		yes
268	1713034	abstract_supports_core	yes	pdfs	yes		yes
269	15962002	abstract_supports_detail	yes	pdfs	yes		yes
27	10970875	abstract_supports_detail	yes	pdfs	yes		yes
270	12952076	abstract_insufficient	yes	pdfs	yes		yes
271	15289548	abstract_insufficient	yes	pdfs	yes		yes
272	27821733	abstract_supports_core	no		no	no_pdf	no
273	7713325	abstract_supports_core	yes	pdfs	yes		yes
274	20940261	abstract_supports_detail	yes	pdfs	yes		yes
275	2471657	abstract_supports_core	yes	pdfs	yes		yes
276	2471657	abstract_insufficient	yes	pdfs	yes		yes
277	2601718	abstract_supports_core	yes	pdfs	yes		yes
277	3358933	abstract_supports_core	yes	pdfs	yes		yes
278	8760935	abstract_supports_core	yes	pdfs	yes		yes
278	2171724	abstract_insufficient	yes	pdfs	yes		yes
279	8404532	abstract_supports_core	no		no	no_pdf	no
28	16762450	abstract_insufficient	yes	pdfs	yes		yes
280	12117815	abstract_supports_core	no		no	no_pdf	no
280	12912898	abstract_insufficient	yes	pdfs	yes		yes
281	29690637	abstract_supports_detail	yes	manual	yes		yes
282	20008082	abstract_supports_core	yes	pdfs	yes		yes
283	7822274	abstract_supports_core	yes	pdfs	no	low_chars_per_page	no
283	9201999	abstract_supports_detail	yes	pdfs	yes		yes
284	16593709	abstract_supports_core	yes	pdfs	yes		yes
284	16453689	abstract_supports_core	yes	pdfs	yes		yes
285	19757394	abstract_supports_detail	yes	pdfs	yes		yes
286	18701541	abstract_supports_detail	yes	pdfs	yes		yes
287	12455979	abstract_supports_core	yes	pdfs	yes		yes
288	29135990	abstract_supports_core	yes	manual	yes		yes
289	30194235	abstract_insufficient	no		no	no_pdf	no
29	26152465	abstract_supports_core	yes	pdfs	yes		yes
290	18216168	abstract_insufficient	yes	pdfs	yes		yes
291	1577798	abstract_supports_core	yes	pdfs	yes		yes
294	10681463	abstract_supports_core	yes	pdfs	yes		yes
295	25208883	abstract_supports_core	yes	pdfs	yes		yes
296	29602783	abstract_supports_detail	no		no	no_pdf	no
297	31216233	abstract_insufficient	yes	manual	yes		yes
298	19021631	abstract_supports_core	yes	pdfs	yes		yes
299	12464622	abstract_supports_core	yes	pdfs	yes		yes
3	6429548	abstract_insufficient	yes	pdfs	no	low_chars_per_page	no
30	10712614	abstract_supports_core	yes	pdfs	yes		yes
300	23441816	abstract_supports_detail	yes	pdfs	yes		yes
301	8806827	abstract_supports_detail	yes	pdfs	yes		yes
301	11792801	abstract_supports_core	no		no	no_pdf	no
302	16734666	abstract_supports_detail	yes	pdfs	yes		yes
303	8626027	abstract_insufficient	yes	pdfs	yes		yes
304	16644729	abstract_supports_detail	yes	pdfs	yes		yes
305	17467078	abstract_supports_core	yes	pdfs	yes		yes
306	24986648	abstract_supports_detail	yes	pdfs	yes		yes
307	27125566	abstract_supports_detail	yes	pdfs	yes		yes
308	28057864	abstract_supports_detail	yes	manual	yes		yes
309	11683394	abstract_supports_detail	no		no	no_pdf	no
310	10821768	abstract_supports_core	no		no	no_pdf	no
311	11956323	abstract_supports_core	no		no	no_pdf	no
312	1651931	abstract_supports_detail	yes	pdfs	yes		yes
313	21193547	abstract_supports_core	yes	pdfs	yes		yes
314	23213391	abstract_supports_detail	yes	pdfs	yes		yes
315	22403666	abstract_supports_detail	yes	pdfs	yes		yes
316	8448193	abstract_supports_core	yes	pdfs	yes		yes
317	22302991	abstract_insufficient	yes	pdfs	yes		yes
317	21085675	abstract_supports_core	yes	pdfs	yes		yes
318	9739079	abstract_supports_core	no		no	no_pdf	no
319	1469051	abstract_supports_core	yes	pdfs	yes		yes
32	9284050	abstract_supports_core	yes	pdfs	yes		yes
320	9582274	abstract_supports_core	yes	pdfs	yes		yes
321	8670894	abstract_supports_core	yes	pdfs	yes		yes
321	10373524	abstract_supports_core	yes	pdfs	yes		yes
322	8670894	abstract_insufficient	yes	pdfs	yes		yes
322	10373524	abstract_supports_detail	yes	pdfs	yes		yes
323	10593934	abstract_supports_core	yes	pdfs	yes		yes
324	12456012	abstract_supports_core	yes	pdfs	yes		yes
325	26246495	abstract_insufficient	no		no	no_pdf	no
325	12626495	abstract_insufficient	yes	pdfs	yes		yes
326	17664333	abstract_insufficient	yes	pdfs	yes		yes
327	12890554	abstract_supports_detail	yes	pdfs	yes		yes
329	17467078	abstract_supports_core	yes	pdfs	yes		yes
329	1725525	abstract_insufficient	no		no	no_pdf	no
33	24036345	abstract_supports_detail	yes	pdfs	yes		yes
330	15225639	abstract_supports_core	yes	pdfs	yes		yes
331	25518940	abstract_supports_core	yes	pdfs	yes		yes
332	14729573	abstract_supports_detail	yes	pdfs	yes		yes
333	19203583	abstract_insufficient	yes	pdfs	yes		yes
333	17548361	abstract_insufficient	yes	pdfs	yes		yes
334	25887420	abstract_insufficient	yes	pdfs	yes		yes
335	25963254	abstract_supports_detail	yes	pdfs	yes		yes
336	21871890	abstract_supports_detail	yes	pdfs	yes		yes
337	1663029	abstract_insufficient	no		no	no_pdf	no
337	7641976	abstract_supports_core	yes	pdfs	yes		yes
337	2196444	abstract_supports_core	yes	pdfs	yes		yes
337	2049883	abstract_supports_core	no		no	no_pdf	no
338	18636095	abstract_insufficient	yes	pdfs	yes		yes
339	18636095	abstract_insufficient	yes	pdfs	yes		yes
34	25878144	abstract_supports_core	yes	pdfs	yes		yes
340	18636095	abstract_supports_core	yes	pdfs	yes		yes
341	8382181	abstract_supports_detail	yes	pdfs	yes		yes
342	12788229	abstract_supports_detail	yes	pdfs	yes		yes
343	2515990	abstract_supports_detail	yes	pdfs	yes		yes
344	21536833	abstract_supports_detail	yes	pdfs	yes		yes
345	9020088	abstract_supports_detail	yes	pdfs	yes		yes
346	1670774	abstract_supports_core	yes	pdfs	yes		yes
346	23886948	abstract_insufficient	yes	pdfs	yes		yes
346	1355376	abstract_supports_core	yes	pdfs	yes		yes
347	7813009	abstract_supports_detail	yes	pdfs	yes		yes
348	10848626	abstract_supports_detail	yes	manual	yes		yes
349	7622596	abstract_supports_core	no		no	no_pdf	no
35	57116	abstract_insufficient	yes	pdfs	yes		yes
35	96112	abstract_supports_core	yes	pdfs	yes		yes
350	7565716	abstract_supports_detail	yes	pdfs	yes		yes
351	16822579	abstract_insufficient	yes	pdfs	yes		yes
352	12954783	abstract_supports_detail	yes	pdfs	yes		yes
353	14686953	abstract_supports_core	yes	pdfs	yes		yes
354	18430243	abstract_supports_core	yes	pdfs	yes		yes
355	21169559	abstract_supports_detail	yes	pdfs	yes		yes
356	20348387	abstract_insufficient	yes	pdfs	yes		yes
357	9169048	abstract_supports_core	yes	pdfs	yes		yes
358	12060658	abstract_supports_detail	yes	pdfs	yes		yes
36	31237867	abstract_supports_detail	yes	manual	yes		yes
360	29698704	abstract_supports_detail	no		no	no_pdf	no
361	23679940	abstract_supports_detail	yes	pdfs	yes		yes
362	12796308	abstract_insufficient	yes	pdfs	yes		yes
363	18809930	abstract_insufficient	yes	pdfs	yes		yes
364	27240981	abstract_supports_core	yes	pdfs	yes		yes
365	16282589	abstract_supports_core	yes	pdfs	yes		yes
365	16400165	abstract_supports_core	yes	pdfs	yes		yes
366	23877245	abstract_supports_detail	yes	pdfs	yes		yes
367	8898366	abstract_supports_core	yes	pdfs	yes		yes
367	12186956	abstract_supports_detail	yes	pdfs	yes		yes
368	29843387	abstract_supports_detail	yes	manual	yes		yes
369	10793140	abstract_supports_core	yes	pdfs	yes		yes
369	11270120	abstract_supports_detail	yes	pdfs	yes		yes
37	15255188	abstract_insufficient	yes	pdfs	yes		yes
370	17481898	abstract_supports_core	yes	pdfs	yes		yes
371	11777934	abstract_supports_core	yes	pdfs	yes		yes
373	32818671	abstract_supports_detail	no		no	no_pdf	no
374	18636095	abstract_supports_detail	yes	pdfs	yes		yes
375	18636095	abstract_supports_detail	yes	pdfs	yes		yes
376	11285226	abstract_supports_core	yes	pdfs	yes		yes
376	9188459	abstract_insufficient	yes	pdfs	yes		yes
377	11285226	abstract_supports_detail	yes	pdfs	yes		yes
378	1334012	abstract_supports_detail	yes	pdfs	yes		yes
379	25609090	abstract_supports_detail	yes	pdfs	yes		yes
38	18590548	abstract_insufficient	yes	pdfs	yes		yes
380	25298405	abstract_supports_core	yes	pdfs	yes		yes
381	18216168	abstract_supports_detail	yes	pdfs	yes		yes
382	12796308	abstract_insufficient	yes	pdfs	yes		yes
383	31357517	abstract_supports_core	yes	manual	yes		yes
384	10747962	abstract_insufficient	yes	pdfs	yes		yes
385	1703508	abstract_supports_core	yes	pdfs	yes		yes
385	7641977	abstract_supports_detail	yes	pdfs	yes		yes
386	5530749	abstract_supports_core	yes	manual	yes		yes
387	22038042	abstract_supports_detail	yes	pdfs	yes		yes
388	25887420	abstract_insufficient	yes	pdfs	yes		yes
389	30771446	abstract_supports_detail	no		no	no_pdf	no
39	15325281	abstract_supports_detail	yes	pdfs	yes		yes
390	31991113	abstract_insufficient	no		no	no_pdf	no
391	14595117	abstract_supports_core	yes	pdfs	yes		yes
392	23135995	abstract_insufficient	yes	pdfs	yes		yes
393	23679940	abstract_supports_core	yes	pdfs	yes		yes
394	27170354	abstract_supports_detail	yes	pdfs	yes		yes
395	11823417	abstract_supports_core	yes	pdfs	yes		yes
396	20200225	abstract_supports_core	yes	pdfs	yes		yes
397	9880338	abstract_supports_detail	yes	pdfs	yes		yes
398	15186508	abstract_supports_core	yes	pdfs	yes		yes
399	26853472	abstract_supports_detail	yes	pdfs	yes		yes
4	32818671	abstract_supports_core	no		no	no_pdf	no
40	21393547	abstract_supports_core	yes	pdfs	yes		yes
400	9732292	abstract_insufficient	yes	pdfs	yes		yes
401	8663243	abstract_supports_core	yes	pdfs	yes		yes
401	3569662	abstract_supports_detail	yes	pdfs	yes		yes
402	8626027	abstract_supports_core	yes	pdfs	yes		yes
403	3029131	abstract_supports_core	yes	pdfs	yes		yes
404	8200481	abstract_supports_core	yes	pdfs	no	low_chars_per_page	no
405	8200481	abstract_supports_detail	yes	pdfs	no	low_chars_per_page	no
406	7729573	abstract_supports_core	yes	pdfs	no	low_chars_per_page	no
408	11488929	abstract_insufficient	yes	pdfs	yes		yes
409	15309638	abstract_insufficient	yes	pdfs	yes		yes
41	11719559	abstract_supports_detail	no		no	no_pdf	no
410	15309638	abstract_insufficient	yes	pdfs	yes		yes
411	12697064	abstract_supports_detail	yes	pdfs	yes		yes
412	12499361	abstract_supports_detail	yes	pdfs	yes		yes
413	30194235	abstract_supports_core	no		no	no_pdf	no
414	22264729	abstract_supports_detail	yes	pdfs	yes		yes
415	19864630	abstract_supports_core	yes	pdfs	yes		yes
416	20079430	abstract_supports_detail	yes	pdfs	yes		yes
416	20019085	abstract_supports_core	yes	pdfs	yes		yes
417	31730032	abstract_supports_core	yes	manual	yes		yes
418	7935416	abstract_supports_detail	yes	pdfs	yes		yes
419	30462573	abstract_supports_core	yes	manual	yes		yes
419	28584190	abstract_insufficient	yes	manual	yes		yes
42	17314411	abstract_supports_core	yes	pdfs	yes		yes
42	21701600	abstract_supports_core	yes	pdfs	yes		yes
420	7844154	abstract_supports_core	yes	pdfs	yes		yes
421	25646440	abstract_supports_detail	yes	pdfs	yes		yes
422	1549373	abstract_supports_detail	no		no	no_pdf	no
423	12626495	abstract_supports_detail	yes	pdfs	yes		yes
424	2157129	abstract_supports_detail	yes	pdfs	yes		yes
424	2177818	abstract_supports_detail	yes	pdfs	yes		yes
425	8294042	abstract_insufficient	yes	pdfs	yes		yes
426	2038336	abstract_supports_detail	yes	pdfs	yes		yes
427	9729488	abstract_supports_core	no		no	no_pdf	no
427	15075287	abstract_supports_core	yes	pdfs	yes		yes
427	2010032	abstract_insufficient	yes	pdfs	yes		yes
428	8294042	abstract_insufficient	yes	pdfs	yes		yes
429	11179674	abstract_supports_detail	yes	pdfs	yes		yes
43	9548725	abstract_supports_detail	yes	pdfs	yes		yes
430	23264736	abstract_supports_detail	yes	pdfs	yes		yes
431	17625565	abstract_supports_core	yes	pdfs	yes		yes
432	16762449	abstract_supports_detail	yes	pdfs	yes		yes
433	11179674	abstract_supports_core	yes	pdfs	yes		yes
434	30967009	abstract_supports_core	yes	manual	yes		yes
435	11410363	abstract_insufficient	yes	pdfs	yes		yes
435	12204259	abstract_insufficient	yes	pdfs	yes		yes
435	14729573	abstract_insufficient	yes	pdfs	yes		yes
436	7556903	abstract_supports_core	yes	pdfs	no	low_chars_per_page	no
436	15470253	abstract_insufficient	yes	pdfs	yes		yes
437	21810415	abstract_supports_core	yes	pdfs	yes		yes
438	25887420	abstract_insufficient	yes	pdfs	yes		yes
439	15309638	abstract_supports_core	yes	pdfs	yes		yes
44	15548420	abstract_supports_core	yes	pdfs	yes		yes
440	30473004	abstract_insufficient	yes	manual	yes		yes
440	24282234	abstract_supports_core	yes	pdfs	yes		yes
441	16086850	abstract_insufficient	yes	pdfs	yes		yes
443	11927596	abstract_supports_detail	yes	pdfs	yes		yes
443	11481037	abstract_insufficient	yes	pdfs	yes		yes
444	22944283	abstract_insufficient	yes	pdfs	yes		yes
445	31823727	abstract_insufficient	yes	manual	yes		yes
447	8294042	abstract_supports_detail	yes	pdfs	yes		yes
448	29912958	abstract_supports_core	yes	manual	yes		yes
448	23056506	abstract_supports_core	yes	pdfs	yes		yes
449	21810415	abstract_supports_detail	yes	pdfs	yes		yes
45	9334183	abstract_supports_detail	yes	pdfs	yes		yes
450	25143406	abstract_supports_detail	yes	pdfs	yes		yes
451	25330233	abstract_supports_detail	yes	pdfs	yes		yes
451	27669405	abstract_supports_core	yes	manual	yes		yes
452	7954798	abstract_supports_detail	yes	pdfs	yes		yes
453	2505671	abstract_supports_core	yes	pdfs	yes		yes
454	23369714	abstract_supports_detail	yes	pdfs	yes		yes
455	29440238	abstract_supports_core	yes	manual	yes		yes
456	32210949	abstract_supports_core	yes	manual	yes		yes
458	10898960	abstract_supports_detail	yes	pdfs	yes		yes
459	12796307	abstract_insufficient	yes	pdfs	yes		yes
459	11390363	abstract_supports_detail	yes	pdfs	yes		yes
46	12600317	abstract_supports_detail	yes	pdfs	yes		yes
460	10791894	abstract_insufficient	yes	pdfs	yes		yes
461	21085675	abstract_supports_detail	yes	pdfs	yes		yes
462	21551065	abstract_supports_detail	no		no	no_pdf	no
463	10978342	abstract_supports_detail	yes	pdfs	yes		yes
464	15363631	abstract_supports_core	yes	pdfs	yes		yes
465	8522584	abstract_supports_detail	yes	pdfs	yes		yes
466	11256995	abstract_supports_core	no		no	no_pdf	no
466	11553719	abstract_insufficient	yes	pdfs	yes		yes
467	30617109	abstract_supports_core	yes	manual	yes		yes
468	26906738	abstract_supports_core	yes	pdfs	yes		yes
469	28879231	abstract_supports_detail	yes	manual	yes		yes
47	1348970	abstract_supports_detail	yes	pdfs	yes		yes
470	15740615	abstract_insufficient	yes	pdfs	yes		yes
471	24331584	abstract_insufficient	yes	pdfs	yes		yes
472	16675552	abstract_supports_core	yes	pdfs	yes		yes
473	30808751	abstract_insufficient	yes	manual	yes		yes
473	15908944	abstract_supports_core	yes	pdfs	yes		yes
474	18996984	abstract_supports_detail	yes	pdfs	yes		yes
475	25932374	abstract_supports_detail	yes	pdfs	yes		yes
476	22375061	abstract_insufficient	yes	pdfs	yes		yes
477	22899719	abstract_supports_detail	yes	pdfs	yes		yes
478	21300429	abstract_supports_detail	yes	pdfs	yes		yes
479	17889831	abstract_supports_detail	yes	pdfs	yes		yes
48	20062541	abstract_supports_detail	yes	pdfs	yes		yes
480	21606208	abstract_supports_detail	yes	pdfs	yes		yes
481	11553701	abstract_supports_core	yes	pdfs	yes		yes
482	3954779	abstract_supports_core	yes	pdfs	yes		yes
483	16176950	abstract_supports_core	yes	pdfs	yes		yes
484	24550398	abstract_insufficient	yes	pdfs	yes		yes
484	25341530	abstract_supports_core	yes	pdfs	yes		yes
485	24128258	abstract_supports_detail	yes	pdfs	yes		yes
486	20951045	abstract_supports_detail	yes	pdfs	yes		yes
487	32818671	abstract_supports_core	no		no	no_pdf	no
488	16079174	abstract_supports_core	yes	pdfs	yes		yes
488	20457612	abstract_supports_core	yes	pdfs	yes		yes
489	32818671	abstract_insufficient	no		no	no_pdf	no
489	20951045	abstract_supports_core	yes	pdfs	yes		yes
489	25298405	abstract_insufficient	yes	pdfs	yes		yes
49	20062541	abstract_supports_core	yes	pdfs	yes		yes
490	11559753	abstract_supports_detail	no		no	no_pdf	no
491	15760480	abstract_supports_core	yes	pdfs	yes		yes
492	28330902	abstract_supports_detail	yes	manual	yes		yes
493	28057864	abstract_supports_detail	yes	manual	yes		yes
494	21846933	abstract_supports_detail	yes	pdfs	yes		yes
495	20969846	abstract_supports_detail	yes	pdfs	yes		yes
496	21396932	abstract_supports_detail	yes	pdfs	yes		yes
497	26415699	abstract_supports_detail	yes	pdfs	yes		yes
498	9578623	abstract_supports_detail	yes	pdfs	yes		yes
499	15993406	abstract_insufficient	yes	pdfs	yes		yes
5	23577638	abstract_supports_detail	yes	pdfs	yes		yes
50	20472692	abstract_supports_core	yes	pdfs	yes		yes
500	22902739	abstract_supports_core	yes	pdfs	yes		yes
501	12408804	abstract_supports_detail	yes	pdfs	yes		yes
502	19638422	abstract_supports_core	yes	pdfs	yes		yes
503	20534815	abstract_supports_core	yes	pdfs	yes		yes
504	20300194	abstract_supports_core	yes	pdfs	yes		yes
505	18381083	abstract_supports_detail	yes	pdfs	yes		yes
506	29251491	abstract_supports_core	no		no	no_pdf	no
